source_url,source_url_citation,platform,platform_citation,feature_name,feature_name_citation,technical_instructions,technical_instructions_citation,platform_specific_capability,platform_specific_capability_citation,requirement_details,requirement_details_citation,crawl_depth_level,crawl_depth_level_citation,internal_link_context,internal_link_context_citation
https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DDesktop&oco=0,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Desktop,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Download & use Google Translate,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DDesktop&oco=0,"You can translate text, handwriting, photos, and speech in [over 200 languages](https://translate.google.com/intl/en/about/languages/) with the Google Translate app. You can also use Translate on the web.

You can get help from Google Translate in multiple ways. For example, you can say:

- ""Be my Spanish interpreter.""
- ""How do you say 'Good morning' in Swedish?""

To translate text, speech, and websites in more than 200 languages, go to [Google Translate page](https://translate.google.com/).",https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DDesktop&oco=0,,,,,2,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Download & use Google Translate,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DDesktop&oco=0
https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DiOS&oco=0,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DiOS&oco=0,iOS,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DiOS&oco=0,Download & use Google Translate,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DiOS&oco=0,"You can translate text, handwriting, photos, and speech in [over 200 languages](https://translate.google.com/intl/en/about/languages/) with the Google Translate app. You can also use Translate on the web.

You can get help from Google Translate in multiple ways. For example, you can say:

- ""Be my Spanish interpreter.""
- ""How do you say 'Good morning' in Swedish?""

1. More

To get started, [download the Google Translate app](https://itunes.apple.com/us/app/google-translate/id414706506?mt=8).

To translate images with your camera in all supported languages, your device needs to meet these requirements:

- iPhone 4S and later
- iOS version 11 and later

**Tip:** You can use Dark mode in your Translate app but you cannot adjust Dark mode from the app directly.

## Use Google Translate on the web

To use Google Translate on the web, go to [Google Translate](https://translate.google.com/).",https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DiOS&oco=0,"false

false

false

Search

Clear search

Close search

Main menu

Google apps",https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DiOS&oco=0,requirements:,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DiOS&oco=0,2,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DiOS&oco=0,Download & use Google Translate,https://support.google.com/translate/answer/6350850?hl=en&co=GENIE.Platform%3DiOS&oco=0
https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DAndroid,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DAndroid,Android,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DAndroid,Translate with handwriting or virtual keyboard,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DAndroid,"You can draw letters or phrases and get their translation with the Translate app. This is useful if your keyboard doesn’t use the letters or symbols you want to translate.

1. On your Android phone or tablet, open the Translate app .
2. Choose the languages you want to translate to and from.
   - **From:** At the bottom left, select a language.
   - **To:** At the bottom right, select a language.
3. Tap the text box.
4. At the top right, tap Handwrite .

   - If the button is grayed out, handwriting doesn’t work for that language.
   - To toggle back to the keyboard when the handwriting setting is on, in the top bar, tap Keyboard .
5. Under ""Write here,"" draw a character, word, or phrase. When you stop, Translate shows the closest match.
   - **To add spaces between entries:** Tap Space .
   - **To delete letters:** Tap Backspace .
   - **To undo typing:** Tap Undo .
6. When you’re done, tap Translate .",https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DAndroid,"false

false

false

Search

Clear search

Close search

Main menu

Google apps",https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DAndroid,,,3,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DAndroid,Translate with handwriting or virtual keyboard,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DAndroid
https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DDesktop&oco=0,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Desktop,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Translate with handwriting or virtual keyboard,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DDesktop&oco=0,"You can type or draw letters or symbols that your keyboard doesn’t have using Google Translate’s virtual keyboard.

1. Go to [Google Translate](https://translate.google.com/).
2. Next to ""Detect language,"" click the Down arrow .
3. Click the language to translate from. Each language has different keyboards.
4. At the bottom left of the white text box, click the Down arrow .
5. Click the keyboard you want to use. The keyboard or drawing area shows below the white text box.
6. Use the keyboard to type or draw what you want to translate.

**Note:** To hide the keyboard, click Close .",https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DDesktop&oco=0,,,,,3,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Translate with handwriting or virtual keyboard,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DDesktop&oco=0
https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DiOS&oco=0,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DiOS&oco=0,iOS,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DiOS&oco=0,Translate with handwriting or virtual keyboard,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DiOS&oco=0,"You can draw letters or phrases and check their translation in the Translate app. This is useful if your keyboard doesn’t use the letters or symbols you want to translate.

1. Open the Translate app .
2. At the bottom, tap the language you’re translating from.
3. At the bottom, tap the language to translate to.
4. Tap Handwriting .

   - If the button does not appear, handwriting can’t translate that language.
5. In the box that says ""Write here,"" draw a character, word, or phrase.
   - When you stop drawing, Translate shows the closest match.
   - To add spaces between entries, tap **Space**.
   - To delete letters, tap Backspace .
6. When you’re done, tap Translate .

**Tip:** If you need to write characters more slowly, tap Settings . Thenturn off the **Automatic insertion** setting.",https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DiOS&oco=0,"false

false

false

Search

Clear search

Close search

Main menu

Google apps",https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DiOS&oco=0,,,3,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DiOS&oco=0,Translate with handwriting or virtual keyboard,https://support.google.com/translate/answer/6142469?hl=en&co=GENIE.Platform%3DiOS&oco=0
https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DAndroid,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DAndroid,Android,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DAndroid,Find & manage Translate history,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DAndroid,"You can save your Google Translate history to find the meanings of words or phrases you translate. Your saved translations sync across your devices.

The Translate app syncs your history from your device to the cloud. When you’re signed in, your translations automatically save to the cloud. You can manage your saved history in [My Activity](https://myactivity.google.com/).

**Important:** If you don’t want to use cloud history in the app, you must sign out of your account. After you sign out, you can only view on-device history.

## Find & control your translation history across web & app

1. Open the Translate app and sign into your account.
2. If there's history stored on your device, you'll get a notification.
   - To find or delete your history entries before you’re prompted to sync them with your account in the cloud or delete them, tap **Manage history**.

## View your history

**Important:** If you’re not signed in to your account, you can only get your on-device translation history.

1. Open the Translate app .
2. On the Home screen, swipe down or, at the top right, tap Account  History .

   - If you want to upload and sync your translation history, in the menu, tap Refresh .

## Sync your history to the cloud

**Important:**

- To use synced history, you must be signed in and have [Web & App Activity turned on](https://support.google.com/translate/answer/11941657?co=GENIE.Platform%3DAndroid&oco=0#zippy=%2Cturn-on-web-app-activity).
- If [Web & App Activity is off](https://support.google.com/translate/answer/11941657?co=GENIE.Platform%3DAndroid&oco=0#zippy=%2Cturn-on-web-app-activity), you can find and delete your history but you can’t create new entries.
- Cloud history entries do not automatically show up. Newly synced entries may take a few hours to show up.

1. Open the Translate app .
2. On the Home screen, swipe down. Or, at the top right, tap Account  History .
3. To sync your history with the cloud and upload any new entries, tap Menu  Refresh .

   - History automatically syncs when the app is started. After that, it syncs periodically every few hours.

If cloud sync doesn't work:

- Make sure your device is online.
- Make sure you're not in airplane mode.

## Access your full history

In the Translate app, you can view your full history and do customized searches.

### In Settings

1. Open the Translate app .
2. At the top right, tap Account .
3. Tap Settings .
4. At the bottom, tap **Manage activity**.
5. Scroll down to view all your saved content and specific words or phrases.
   - To search your history, use the search bar.

### In History

1. Open the Translate app .
2. On the Home screen, swipe down.
3. At the top right, tap Menu  Manage activity .
4. Scroll down to view all your saved content and specific words or phrases.
   - To search your history, use the search bar.

## Turn on Web & App Activity

To save your data in the Translate app, you must turn on Web & App Activity. If you turn Web & App Activity off, you can view and delete your history but you can’t create new entries.

1. Open the Translate app .
2. On the Home screen, swipe down. Or, at the top right, tap  Account  History .

   - If your Web & App Activity is turned off, you will get a notification.
3. In the notification, tap **Manage settings**.
4. Under **Web & App Activity**, tap **Turn on**.

## Delete history

**Important:** It can take up to a couple hours for your cleared history to be reflected in the app.

1. Open the Translate app .
2. On the Home menu, swipe down. Or, at the top right, tap Account  History .
3. At the top right, tap Menu **Manage activity** **Delete** **Delete today, Delete custom range, Delete all time,** or **Auto-delete**.

## Delete all history

1. On your Android phone or tablet, open the Translate app .
2. At the top left, tap Menu  Settings .
3. Tap **Manage activity** **Delete** **Delete all time**.

## Delete single past translations

1. On your Android phone or tablet, open the Translate app .
2. On the Home screen, swipe down. Or, at the top right, tap Menu  History .
3. On a word or phrase, swipe left.",https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DAndroid,"'- If [Web & App Activity is off](https://support.google.com/translate/answer/11941657?co=GENIE.Platform%3DAndroid&oco=0#zippy=%2Cturn-on-web-app-activity), you can find and delete your history but you can’t create new entries.
- Cloud history entries do not automatically show up. Newly synced entries may take a few hours to show up.

1. Open the Translate app .
2. On the Home screen, swipe down. Or, at the top right, tap Account  History .
3. To sync your history with the cloud and upload any new entries, tap Menu  Refresh .

   - History automatically syncs when the app is started. After that, it syncs periodically every few hours.

If cloud sync doesn't work:

- Make sure your device is online.
- Make sure you're not in airplane mode.",https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DAndroid,'- Make sure you're not in airplane mode.,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DAndroid,3,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DAndroid,Find & manage Translate history,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DAndroid
https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DDesktop&oco=0,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Desktop,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Find & manage Translate history,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DDesktop&oco=0,"You can save your Google Translate history to find the meanings of words or phrases you translate. Your saved translations sync across your devices.

The Translate app syncs your history from your device to the cloud. When you’re signed in, your translations automatically save to the cloud. You can manage your saved history in [My Activity](https://myactivity.google.com/).

**Important:** If you don’t want to use cloud history in the app, you must sign out of your account. After you sign out, you can only view on-device history.

## Save a word or phrase

1. On your computer, sign in to [Google Translate](https://translate.google.com/).
2. Translate a word or phrase.
3. On the right, click Star translation .

## Find & export saved translations

1. On your computer, sign in to [Google Translate](https://translate.google.com/).
2. Below the text boxes, click Saved .
3. At the top right, click Export to Google Sheets .

## Save your translation history

1. On your computer, sign in to [Google Translate](https://translate.google.com/).
2. Click History .
3. From the right side panel, choose the entries you want to save.
4. Click Star translation .

**Tip:** To view your saved translations, click Saved.

## Find & delete your translation history

You can find and remove translation history with the Google Translate app or in your web browser.

## Find past translations

1. On your computer, [go to Google Translate](https://translate.google.com/).
2. At the bottom, click History .

## Delete your history

#### To delete all history

1. On your computer, [go to Google Translate](https://translate.google.com/).
2. At the bottom, click History .
3. At the top right, click **Clear history**.

#### To delete specific history entries

1. On your computer, [go to Google Translate](https://translate.google.com/).
2. At the bottom, click History .
3. Next to the history entry, click Menu .
4. Click **Remove from history**.",https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DDesktop&oco=0,"2. Translate a word or phrase.
3. On the right, click Star translation .",https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DDesktop&oco=0,,,3,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Find & manage Translate history,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DDesktop&oco=0
https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DiOS&oco=0,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DiOS&oco=0,iOS,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DiOS&oco=0,Find & manage Translate history,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DiOS&oco=0,"You can save your Google Translate history to find the meanings of words or phrases you translate. Your saved translations sync across your devices.

The Translate app syncs your history from your device to the cloud. When you’re signed in, your translations automatically save to the cloud. You can manage your saved history in [My Activity](https://myactivity.google.com/).

**Important:** If you don’t want to use cloud history in the app, you must sign out of your account. After you sign out, you can only view on-device history.

## View your translation history

1. On your iPhone or iPad, open the Translate app .
2. At the top, tap the Account menu  History.
3. To open the results page, tap a past translation.

**Tip:** To add a past translation to your Phrasebook, in the History page, tap the Star  next to the entry.

## Delete a single translation

1. On your iPhone or iPad, open the Translate app .
2. At the top, tap the Account menu  History.
3. To reveal the Delete button, swipe left on an entry.
4. To remove the translation, tap **Delete**.

**Tip:** If you delete an entry by mistake, you can do any of this in the History page:

- At the top, tap the Overflow menu **Undo remove translation**.
- To undo your deletion, shake your phone. Then, tap **Undo**.

## Delete today's history

1. On your iPhone or iPad, open the Translate app .
2. At the top, tap the Account menu  History.

   - If you’re signed-in, at the top, tap Overflow menu **Manage History** **Delete down arrow menu** **Delete today**.

## Delete all history

1. On your iPhone or iPad, open the Translate app .
2. At the top, tap the Account menu  History **.**
   - If you’re signed-in, at the top, tap Overflow menu **Manage History** **Delete down arrow menu** **Delete all time**.
   - If you’re not signed-in, at the top, tap Overflow menu **Clear all history**.

## Turn on Web & App Activity

To save your data with your account in the Translate app, you must turn on Web & App Activity.

1. Open the Translate app .
2. At the top, tap Account Menu  History.
3. Tap the Overflow menu **Manage history**.
4. Under the “Controls” tab, turn on **Web & App Activity**.

If you have Web & App Activity turned off, you can find and delete your history but you can’t create new entries. At the top of the history list, there’s a card that opens [My Activity](https://myactivity.google.com/).",https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DiOS&oco=0,"2. At the top, tap the Account menu  History.
3. To open the results page, tap a past translation.

**Tip:** To add a past translation to your Phrasebook, in the History page, tap the Star  next to the entry.",https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DiOS&oco=0,,,3,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DiOS&oco=0,Find & manage Translate history,https://support.google.com/translate/answer/6142480?hl=en&co=GENIE.Platform%3DiOS&oco=0
https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DAndroid,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DAndroid,Android,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DAndroid,Google Translate Feature,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DAndroid,"[Skip to main content](https://support.google.com/translate/?visit_id=639173583833422702-79817932&hl=en&rd=2#search-form)

## Browse help topics

## Need more help?

### Try these next steps:

[Post to the help community  Get answers from community members](https://support.google.com/translate/community?hl=en)

8247906775857000085

true

Search Help Center

false

true

true

true

[Google Help](https://support.google.com/)

[Help Center](https://support.google.com/translate/?hl=en) [Community](https://support.google.com/translate/community?hl=en) [Google Translate](https://translate.google.com/)

[Privacy Policy](https://www.google.com/intl/en/privacy.html) [Terms of Service](https://www.google.com/accounts/TOS)Submit feedback

true

true

73122

Send feedback on...

This help content & informationGeneral Help Center experience

false

false

false

Main menu

Google apps",https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DAndroid,,,,,3,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DAndroid,help improve translations,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DAndroid
https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DDesktop&oco=0,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Desktop,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Google Translate Feature,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DDesktop&oco=0,"[Skip to main content](https://support.google.com/translate/?visit_id=639173583953676694-2576275598&hl=en&rd=2#search-form)

## Browse help topics

## Need more help?

### Try these next steps:

[Post to the help community  Get answers from community members](https://support.google.com/translate/community?hl=en)

Main menu

Google apps

12538264346601000960

true

Search Help Center

false

true

true

true

[Google Help](https://support.google.com/)

[Help Center](https://support.google.com/translate/?hl=en) [Community](https://support.google.com/translate/community?hl=en) [Google Translate](https://translate.google.com/)

[Privacy Policy](https://www.google.com/intl/en/privacy.html) [Terms of Service](https://www.google.com/accounts/TOS)Submit feedback

true

true

73122

Send feedback on...

This help content & informationGeneral Help Center experience

false

false

false",https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DDesktop&oco=0,,,,,3,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DDesktop&oco=0,help improve translations,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DDesktop&oco=0
https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DiOS&oco=0,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DiOS&oco=0,iOS,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DiOS&oco=0,Google Translate Feature,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DiOS&oco=0,"[Skip to main content](https://support.google.com/translate/?visit_id=639173583973917016-3142180118&hl=en&rd=2#search-form)

## Browse help topics

## Need more help?

### Try these next steps:

[Post to the help community  Get answers from community members](https://support.google.com/translate/community?hl=en)

13825550506358211420

true

Search Help Center

false

true

true

true

[Google Help](https://support.google.com/)

[Help Center](https://support.google.com/translate/?hl=en) [Community](https://support.google.com/translate/community?hl=en) [Google Translate](https://translate.google.com/)

[Privacy Policy](https://www.google.com/intl/en/privacy.html) [Terms of Service](https://www.google.com/accounts/TOS)Submit feedback

true

true

73122

Send feedback on...

This help content & informationGeneral Help Center experience

false

false

false

Main menu

Google apps",https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DiOS&oco=0,,,,,3,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DiOS&oco=0,help improve translations,https://support.google.com/translate/answer/2534530?hl=en&co=GENIE.Platform%3DiOS&oco=0
https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DAndroid,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DAndroid,Android,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DAndroid,Translate documents & websites,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DAndroid,"You can translate websites and documents on some devices.

## Translate websites

**Important:** This feature isn't supported in all regions.

To translate websites, you can:

- Use [Google Translate on your mobile browser](https://support.google.com/translate/answer/2534559)
- Use the [Chrome Android app](https://support.google.com/chrome/answer/173424?co=GENIE.Platform%3DAndroid&oco=1)

## Translate documents

To translate entire documents, you can:

- [Copy and paste the text into the Translate app](https://play.google.com/store/apps/details?id=com.google.android.apps.translate)",https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DAndroid,,,,,3,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DAndroid,documents and websites.,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DAndroid
https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DDesktop&oco=0,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Desktop,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DDesktop&oco=0,Translate documents & websites,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DDesktop&oco=0,"You can translate websites and documents on some devices.

## Translate websites

**Important:** This feature isn't supported in all regions.

1. In your browser, go to [Google Translate](https://translate.google.com/).
2. At the top, click **Websites**.
3. We recommend setting the original language to “Detect language.”
4. In the “Website,” enter a URL.
5. Click Go .

## Switch between original & translated websites

When you open a translated website, you can switch between the original and translated versions.

#### On medium to large screens

- **Option 1:** At the top left, click the language tabs.
- **Option 2:** At the top right, click the Down arrow  to open the dropdown menu. Select **Translation** or **Original**.

#### On small screens

- **Option 1:** At the top left, click the language tabs.
- **Option 2:** At the top right, click More . In the expanded menu, next to “Show original page,” click the switch  to change between the original and translated website.

## Change the language of a translated website

After you open a translated website, you can change the translation language.

1. Check that you’re on the translated website.
2. At the top, in the translation language tab, click the Down arrow .

**Tip:** If you think the original language of the website is incorrect, click the the original language tab  Down arrow .

## Website translation widget

If you’re an academic institution or government, nonprofit, or non-commercial website, you may be eligible to sign up for the Google Translate Website Translator shortcut. This tool translates web content into over 100 languages. To get the Website Translator shortcut, sign up on our [website translation form](https://forms.gle/hwzLRaffrZfiG4HFA).

## Translate documents

You can translate documents up to 10 MB in any of these formats: .docx, .pdf, .pptx, .xlsx. PDF files must be 300 pages or less. To translate more documents or larger documents, [learn about the Cloud Translation API](https://cloud.google.com/translate).

**Important:**

- Document translation isn’t available on smaller screens or mobile.
- You can find text in images and scanned .pdf pages in the output document but they aren’t translated.

1. In your browser, go to [Google Translate](https://translate.google.com/).
2. At the top, click **Documents**.
3. Choose the languages to translate to and from.
   - To automatically set the original language of a document, click **Detect language**.
4. Click **Browse your computer**.
5. Select the file you want to translate.
6. Click **Translate** and wait for the document to finish translating.
7. Click **Download translation** to download your translated document.",https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DDesktop&oco=0,"**Important:** This feature isn't supported in all regions.

1. In your browser, go to [Google Translate](https://translate.google.com/).
2. At the top, click **Websites**.
3. We recommend setting the original language to “Detect language.”
4. In the “Website,” enter a URL.
5. Click Go .",https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DDesktop&oco=0,,,3,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DDesktop&oco=0,documents and websites.,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DDesktop&oco=0
https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DiOS&oco=0,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DiOS&oco=0,iOS,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DiOS&oco=0,Translate documents & websites,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DiOS&oco=0,"You can translate websites and documents on some devices.

## Translate websites

**Important:** This feature isn't supported in all regions.

To translate websites, you can:

- Use [Google Translate on your mobile browser](https://support.google.com/translate/answer/2534559)
- Use the [Chrome iOS app](https://support.google.com/chrome/answer/173424?co=GENIE.Platform%3DiOS&oco=1)

## Translate documents

To translate entire documents, you can:

- [Copy and paste the text into the Translate app](https://apps.apple.com/us/app/google-translate/id414706506)
- [Use Google Translate on your browser](https://translate.google.com/)
  - Document translation is only supported on medium to large screens, like iPads or larger.",https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DiOS&oco=0,,,,,3,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DiOS&oco=0,documents and websites.,https://support.google.com/translate/answer/2534559?hl=en&co=GENIE.Platform%3DiOS&oco=0
